index	name	abbreviation	color
10896	right Parabrachial nucleus, lateral division, superior lateral part	PBls-R	FEAC6F
10897	right Parabrachial nucleus, lateral division, ventral lateral part	PBlv-R	FDAD6F
10898	right Parabrachial nucleus, medial division	PBm-R	FDAE6E
10899	right Parabrachial nucleus, medial division, external medial part	PBme-R	FEAD6D
10900	right Parabrachial nucleus, medial division, medial medial part	PBmm-R	FEAC6E
10901	right Parabrachial nucleus, medial division, ventral medial part	PBmv-R	FDAD6E
10902	right Superior olivary complex	SOC-R	FFAE6D
10903	right Superior olivary complex, periolivary region	POR-R	FEAD6F
10904	right Superior olivary complex, medial part	SOCm-R	FFAD6E
10905	right Superior olivary complex, lateral part	SOCl-R	FEAE6E
10906	right Pons, motor related	P-mot-R	FFB886
10907	right Barrington's nucleus	B-R	FFBA86
10908	right Dorsal tegmental nucleus	DTN-R	FEB985
10909	right Lateral tegmental nucleus	LTN-R	FFBA85
10910	right Posterodorsal tegmental nucleus	PDTg-R	FFB984
10911	right Pontine central gray	PCG-R	FFBA84
10912	right Pontine gray	PG-R	FFB885
10913	right Pontine reticular nucleus, caudal part	PRNc-R	FDBA86
10914	right Pontine reticular nucleus, ventral part	PRNv-R	FFB985
10915	right Supragenual nucleus	SG-R	FFB986
10916	right Superior salivatory nucleus	SSN-R	FEBA84
10917	right Supratrigeminal nucleus	SUT-R	FEBA86
10918	right Tegmental reticular nucleus	TRN-R	FEBA85
10919	right Motor nucleus of trigeminal	V-R	FEB986
10920	right Peritrigeminal zone	P5-R	FEB886
10921	right Accessory trigeminal nucleus	Acs5-R	FDBA85
10922	right Parvicellular motor 5 nucleus	PC5-R	FDB986
10923	right Intertrigeminal nucleus	I5-R	FEB984
10924	right Pons, behavioral state related	P-sat-R	FFC195
10925	right Superior central nucleus raphe	CS-R	FFC393
10926	right Superior central nucleus raphe, lateral part	CSl-R	FFC394
10927	right Superior central nucleus raphe, medial part	CSm-R	FFC395
10928	right Locus ceruleus	LC-R	FDC395
10929	right Laterodorsal tegmental nucleus	LDT-R	FEC395
10930	right Nucleus incertus	NI-R	FEC294
10931	right Pontine reticular nucleus	PRNr-R	FFC295
10932	right Nucleus raphe pontis	RPO-R	FFC294
10933	right Subceruleus nucleus	SLC-R	FEC394
10934	right Sublaterodorsal nucleus	SLD-R	FEC295
10935	right Medulla	MY-R	FF9BCD
10936	right Medulla, sensory related	MY-sen-R	FFA3D2
10937	right Area postrema	AP-R	FFA5D0
10938	right Cochlear nuclei	CN-R	FEA5D0
10939	right Granular lamina of the cochlear nuclei	CNlam-R	FEA4D1
10940	right Cochlear nucleus, subpedunclular granular region	CNspg-R	FFA3D1
10941	right Dorsal cochlear nucleus	DCO-R	FEA5D1
10942	right Ventral cochlear nucleus	VCO-R	FEA4D2
10943	right Dorsal column nuclei	DCN-R	FDA3D2
10944	right Cuneate nucleus	CU-R	FDA5D0
10945	right Gracile nucleus	GR-R	FEA3D0
10946	right External cuneate nucleus	ECU-R	FFA2D2
10947	right Nucleus of the trapezoid body	NTB-R	FEA3D2
10948	right Nucleus of the solitary tract	NTS-R	FDA5D1
10949	right Nucleus of the solitary tract, central part	NTSce-R	FDA4D2
10950	right Nucleus of the solitary tract, commissural part	NTSco-R	FEA4D0
10951	right Nucleus of the solitary tract, gelatinous part	NTSge-R	FEA3D1
10952	right Nucleus of the solitary tract, lateral part	NTSl-R	FDA4D1
10953	right Nucleus of the solitary tract, medial part	NTSm-R	FFA3D0
10954	right Spinal nucleus of the trigeminal, caudal part	SPVC-R	FDA4D0
10955	right Spinal nucleus of the trigeminal, interpolar part	SPVI-R	FDA5D2
10956	right Spinal nucleus of the trigeminal, oral part	SPVO-R	FFA4D0
10957	right Spinal nucleus of the trigeminal, oral part, caudal dorsomedial part	SPVOcdm-R	FFA4D1
10958	right Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, dorsal zone	SPVOmdmd-R	FFA5D1
10959	right Spinal nucleus of the trigeminal, oral part, middle dorsomedial part, ventral zone	SPVOmdmv-R	FFA4D2
10960	right Spinal nucleus of the trigeminal, oral part, rostral dorsomedial part	SPVOrdm-R	FFA5D2
10961	right Spinal nucleus of the trigeminal, oral part, ventrolateral part	SPVOvl-R	FEA5D2
10962	right Paratrigeminal nucleus	Pa5-R	FDA3D1
10963	right Nucleus z	z-R	FFA5CF
10964	right Medulla, motor related	MY-mot-R	FEB2D7
10965	right Abducens nucleus	VI-R	FDB1D9
10966	right Accessory abducens nucleus	ACVI-R	FFB1D7
10967	right Facial motor nucleus	VII-R	FFB3D6
10968	right Accessory facial motor nucleus	ACVII-R	FDB0D9
10969	right Efferent vestibular nucleus	EV-R	FDB3D7
10970	right Nucleus ambiguus	AMB-R	FEB3D9
10971	right Nucleus ambiguus, dorsal division	AMBd-R	FEB3D6
10972	right Nucleus ambiguus, ventral division	AMBv-R	FEB3D8
10973	right Dorsal motor nucleus of the vagus nerve	DMX-R	FDB1D8
10974	right Efferent cochlear group	ECO-R	FEB1D6
10975	right Gigantocellular reticular nucleus	GRN-R	FEB0D8
10976	right Infracerebellar nucleus	ICB-R	FEB1D8
10977	right Inferior olivary complex	IO-R	FFB3D8
10978	right Intermediate reticular nucleus	IRN-R	FFB2D8
10979	right Inferior salivatory nucleus	ISN-R	FFB2D9
10980	right Linear nucleus of the medulla	LIN-R	FFB1D8
10981	right Lateral reticular nucleus	LRN-R	FDB3D8
10982	right Lateral reticular nucleus, magnocellular part	LRNm-R	FCB3D7
10983	right Lateral reticular nucleus, parvicellular part	LRNp-R	FEB0D9
10984	right Magnocellular reticular nucleus	MARN-R	FDB2D9
10985	right Medullary reticular nucleus	MDRN-R	FDB2D8
10986	right Medullary reticular nucleus, dorsal part	MDRNd-R	FDB1D7
10987	right Medullary reticular nucleus, ventral part	MDRNv-R	FFB1D6
10988	right Parvicellular reticular nucleus	PARN-R	FCB3D9
10989	right Parasolitary nucleus	PAS-R	FFB2D6
10990	right Paragigantocellular reticular nucleus	PGRN-R	FFB0D8
10991	right Paragigantocellular reticular nucleus, dorsal part	PGRNd-R	FCB3D8
10992	right Paragigantocellular reticular nucleus, lateral part	PGRNl-R	FCB2D9
10993	right Perihypoglossal nuclei	PHY-R	FEB2D9
10994	right Nucleus intercalatus	NIS-R	FEB2D8
10995	right Nucleus of Roller	NR-R	FFB1D9
10996	right Nucleus prepositus	PRP-R	FFB3D7
10997	right Paramedian reticular nucleus	PMR-R	FEB2D6
10998	right Parapyramidal nucleus	PPY-R	FCB2D8
10999	right Parapyramidal nucleus, deep part	PPYd-R	FDB3D9
11000	right Parapyramidal nucleus, superficial part	PPYs-R	FFB2D7
11001	right Vestibular nuclei	VNC-R	FCB1D9
11002	right Lateral vestibular nucleus	LAV-R	FEB3D7
11003	right Medial vestibular nucleus	MV-R	FFB0D7
11004	right Spinal vestibular nucleus	SPIV-R	FEB1D9
11005	right Superior vestibular nucleus	SUV-R	FDB3D6
11006	right Nucleus x	x-R	FFB0D9
11007	right Hypoglossal nucleus	XII-R	FEB1D7
11008	right Nucleus y	y-R	FDB2D7
11009	right Interstitial nucleus of the vestibular nerve	INV-R	FFB3D9
11010	right Medulla, behavioral state related	MY-sat-R	FFC6E1
11011	right Nucleus raphe magnus	RM-R	FFC5E2
11012	right Nucleus raphe pallidus	RPA-R	FFC6E2
11013	right Nucleus raphe obscurus	RO-R	FEC6E2
11014	right Cerebellum	CB-R	F0F080
11015	right Cerebellar cortex	CBX-R	F0EF80
11016	right Cerebellar cortex, molecular layer	CBXmo-R	FFFA8E
11017	right Cerebellar cortex, Purkinje layer	CBXpu-R	FFF98F
11018	right Cerebellar cortex, granular layer	CBXgr-R	EBE753
11019	right Vermal regions	VERM-R	FFFA91
11020	right Lingula (I)	LING-R	FEFA91
11021	right Lingula (I), molecular layer	LINGmo-R	FFFC91
11022	right Lingula (I), Purkinje layer	LINGpu-R	FEFC90
11023	right Lingula (I), granular layer	LINGgr-R	EBE553
11024	right Central lobule	CENT-R	FDFB91
11025	right Lobule II	CENT2-R	FDFA91
11026	right Lobule II, molecular layer	CENT2mo-R	FEF98F
11027	right Lobule II, Purkinje layer	CENT2pu-R	FEF891
11028	right Lobule II, granular layer	CENT2gr-R	EBE654
11029	right Lobule III	CENT3-R	FFFC8E
11030	right Lobule III, molecular layer	CENT3mo-R	FDF98F
11031	right Lobule III, Purkinje layer	CENT3pu-R	FFFC90
11032	right Lobule III, granular layer	CENT3gr-R	ECE654
11033	right Culmen	CUL-R	FEFB8F
11034	right Lobule IV	CUL4-R	FFF991
11035	right Lobule IV, molecular layer	CUL4mo-R	FDFA90
11036	right Lobule IV, Purkinje layer	CUL4pu-R	FDFB8E
11037	right Lobule IV, granular layer	CUL4gr-R	ECE754
11038	right Lobule V	CUL5-R	FEFA8F
11039	right Lobule V, molecular layer	CUL5mo-R	FEFC8D
11040	right Lobule V, Purkinje layer	CUL5pu-R	FFF890
11041	right Lobule V, granular layer	CUL5gr-R	EBE554
11042	right Lobules IV-V	CUL4, 5-R	FCFB90
11043	right Lobules IV-V, molecular layer	CUL4, 5mo-R	FEFB91
11044	right Lobules IV-V, Purkinje layer	CUL4, 5pu-R	FCFA90
11045	right Lobules IV-V, granular layer	CUL4, 5gr-R	EBE754
11046	right Declive (VI)	DEC-R	FEFA90
11047	right Declive (VI), molecular layer	DECmo-R	FFFB8F
11048	right Declive (VI), Purkinje layer	DECpu-R	FCFB91
11049	right Declive (VI), granular layer	DECgr-R	ECE553
11050	right Folium-tuber vermis (VII)	FOTU-R	FDFB90
11051	right Folium-tuber vermis (VII), molecular layer	FOTUmo-R	FDF991
11052	right Folium-tuber vermis (VII), Purkinje layer	FOTUpu-R	FDFA8F
11053	right Folium-tuber vermis (VII), granular layer	FOTUgr-R	EAE753
11054	right Pyramus (VIII)	PYR-R	FBFC91
11055	right Pyramus (VIII), molecular layer	PYRmo-R	FFFB8D
11056	right Pyramus (VIII), Purkinje layer	PYRpu-R	FEFB90
11057	right Pyramus (VIII), granular layer	PYRgr-R	ECE752
11058	right Uvula (IX)	UVU-R	FFFA8F
11059	right Uvula (IX), molecular layer	UVUmo-R	FDFC90
11060	right Uvula (IX), Purkinje layer	UVUpu-R	FEFC8F
11061	right Uvula (IX), granular layer	UVUgr-R	EBE652
11062	right Nodulus (X)	NOD-R	FDFC8F
11063	right Nodulus (X), molecular layer	NODmo-R	FCFA8F
11064	right Nodulus (X), Purkinje layer	NODpu-R	FFFA90
11065	right Nodulus (X), granular layer	NODgr-R	ECE653
11066	right Hemispheric regions	HEM-R	FEF990
11067	right Simple lobule	SIM-R	FDFB8F
11068	right Simple lobule, molecular layer	SIMmo-R	FEFB8E
11069	right Simple lobule, Purkinje layer	SIMpu-R	FEFC8E
11070	right Simple lobule, granular layer	SIMgr-R	EAE654
11071	right Ansiform lobule	AN-R	FCFC91
11072	right Crus 1	ANcr1-R	FCFC90
11073	right Crus 1, molecular layer	ANcr1mo-R	FDFC8E
11074	right Crus 1, Purkinje layer	ANcr1pu-R	FFFB91
11075	right Crus 1, granular layer	ANcr1gr-R	ECE753
11076	right Crus 2	ANcr2-R	FCFA91
11077	right Crus 2, molecular layer	ANcr2mo-R	FEFA8E
11078	right Crus 2, Purkinje layer	ANcr2pu-R	FCFC8F
11079	right Crus 2, granular layer	ANcr2gr-R	EBE653
11080	right Paramedian lobule	PRM-R	FFFB8E
11081	right Paramedian lobule, molecular layer	PRMmo-R	FEFC91
11082	right Paramedian lobule, Purkinje layer	PRMpu-R	FDF990
11083	right Paramedian lobule, granular layer	PRMgr-R	ECE554
11084	right Copula pyramidis	COPY-R	FFF990
11085	right Copula pyramidis, molecular layer	COPYmo-R	FDFA8E
11086	right Copula pyramidis, Purkinje layer	COPYpu-R	FCFB8F
11087	right Copula pyramidis, granular layer	COPYgr-R	EAE754
11088	right Paraflocculus	PFL-R	FFFC8D
11089	right Paraflocculus, molecular layer	PFLmo-R	FFFB90
11090	right Paraflocculus, Purkinje layer	PFLpu-R	FFFC8F
11091	right Paraflocculus, granular layer	PFLgr-R	ECE652
11092	right Flocculus	FL-R	FEF991
11093	right Flocculus, molecular layer	FLmo-R	FDFC91
11094	right Flocculus, Purkinje layer	FLpu-R	FFF891
11095	right Flocculus, granular layer	FLgr-R	EBE752
11096	right Cerebellar nuclei	CBN-R	F0F07F
11097	right Fastigial nucleus	FN-R	FFFCBC
11098	right Interposed nucleus	IP-R	FFFDBC
11099	right Dentate nucleus	DN-R	FFFDBB
11100	right Vestibulocerebellar nucleus	VeCB-R	FEFDBC
11101	right fiber tracts	fiber tracts-R	CAC7CB
11102	right cranial nerves	cm-R	C8CAC9
11103	right terminal nerve	tn-R	C7CCC9
11104	right vomeronasal nerve	von-R	CAC8C9
11105	right olfactory nerve	In-R	CCCBC7
11106	right olfactory nerve layer of main olfactory bulb	onl-R	C7CBCA
11107	right lateral olfactory tract, general	lotg-R	CCCCCB
11108	right lateral olfactory tract, body	lot-R	CAC8C7
11109	right dorsal limb	lotd-R	CACAC9
11110	right accessory olfactory tract	aolt-R	C9CAC7
11111	right anterior commissure, olfactory limb	aco-R	CBCBC7
11112	right optic nerve	IIn-R	CBCCC7
11113	right accessory optic tract	aot-R	C9C8CB
11114	right brachium of the superior colliculus	bsc-R	C7CBCB
11115	right superior colliculus commissure	csc-R	C9CBCB
11116	right optic chiasm	och-R	CBCACC
11117	right optic tract	opt-R	CACCCB
11118	right tectothalamic pathway	ttp-R	C9CACC
11119	right oculomotor nerve	IIIn-R	C7CCCC
11120	right medial longitudinal fascicle	mlf-R	CBCBCC
11121	right posterior commissure	pc-R	CCCACA
11122	right trochlear nerve	IVn-R	C8C9C8
11123	right trochlear nerve decussation	IVd-R	C9CCCA
11124	right abducens nerve	VIn-R	CBCACB
11125	right trigeminal nerve	Vn-R	CBC7CB
11126	right motor root of the trigeminal nerve	moV-R	CCCBCA
11127	right sensory root of the trigeminal nerve	sV-R	CACACB
11128	right midbrain tract of the trigeminal nerve	mtV-R	C8C8CA
11129	right spinal tract of the trigeminal nerve	sptV-R	C8CACA
11130	right facial nerve	VIIn-R	CCCCC7
11131	right intermediate nerve	iVIIn-R	C9C8C9
11132	right genu of the facial nerve	gVIIn-R	C9CCC7
11133	right vestibulocochlear nerve	VIIIn-R	C9C7CA
11134	right efferent cochleovestibular bundle	cvb-R	C8CBC8
11135	right vestibular nerve	vVIIIn-R	C9CACB
11136	right cochlear nerve	cVIIIn-R	CAC9C8
11137	right trapezoid body	tb-R	CCC7CB
11138	right intermediate acoustic stria	ias-R	CBC7C8
11139	right dorsal acoustic stria	das-R	CCCBC8
11140	right lateral lemniscus	ll-R	C9C9CB
11141	right inferior colliculus commissure	cic-R	CBC9C9
11142	right brachium of the inferior colliculus	bic-R	C9C8C8
11143	right glossopharyngeal nerve	IXn-R	CCC8C9
11144	right vagus nerve	Xn-R	C7C9CB
11145	right solitary tract	ts-R	C8CAC7
11146	right accessory spinal nerve	XIn-R	CAC8CC
11147	right hypoglossal nerve	XIIn-R	C9CCC8
11148	right ventral roots	vrt-R	CAC7C9
11149	right dorsal roots	drt-R	CAC8CA
11150	right cervicothalamic tract	cett-R	CCC7CA
11151	right dorsolateral fascicle	dl-R	C8CCCB
11152	right dorsal commissure of the spinal cord	dcm-R	CBCCC8
11153	right ventral commissure of the spinal cord	vc-R	CBC8C9
11154	right fasciculus proprius	fpr-R	CCC9C9
11155	right dorsal column	dc-R	CCC8CB
11156	right cuneate fascicle	cuf-R	CAC9CC
11157	right gracile fascicle	grf-R	CAC8C8
11158	right internal arcuate fibers	iaf-R	CBC9CA
11159	right medial lemniscus	ml-R	CACCC8
11160	right spinothalamic tract	sst-R	C9CBC8
11161	right lateral spinothalamic tract	sttl-R	CCCBCC
11162	right ventral spinothalamic tract	sttv-R	CBCAC9
11163	right spinocervical tract	scrt-R	C9CCCC
11164	right spino-olivary pathway	sop-R	CCC7C8
11165	right spinoreticular pathway	srp-R	CBCCC9
11166	right spinovestibular pathway	svp-R	C9CBCC
11167	right spinotectal pathway	stp-R	C9CCCB
11168	right spinohypothalamic pathway	shp-R	CCCBC9
11169	right spinotelenchephalic pathway	step-R	C7CCC8
11170	right hypothalamohypophysial tract	hht-R	C8CBCB
11171	right cerebellum related fiber tracts	cbf-R	C9CAC8
11172	right cerebellar commissure	cbc-R	CBC8CA
11173	right cerebellar peduncles	cbp-R	CAC8CB
11174	right superior cerebelar peduncles	scp-R	CBC9CB
11175	right superior cerebellar peduncle decussation	dscp-R	CCC7CC
11176	right spinocerebellar tract	sct-R	CCCACC
11177	right uncinate fascicle	uf-R	CBC9C8
11178	right ventral spinocerebellar tract	sctv-R	CBC7CC
11179	right middle cerebellar peduncle	mcp-R	CCCCCA
11180	right inferior cerebellar peduncle	icp-R	C9C9C8
11181	right dorsal spinocerebellar tract	sctd-R	C9CACA
11182	right cuneocerebellar tract	cct-R	C8CCCC
11183	right juxtarestiform body	jrb-R	C9CBC9
11184	right bulbocerebellar tract	bct-R	C9C9C7
11185	right olivocerebellar tract	oct-R	CAC9CB
11186	right reticulocerebellar tract	rct-R	C9CBCA
11187	right trigeminocerebellar tract	tct-R	CACCC9
11188	right arbor vitae	arb-R	CBC9CC
11189	right supra-callosal cerebral white matter	scwm-R	C9C9CA
11190	right lateral forebrain bundle system	lfbs-R	C7CCCA
11191	right corpus callosum	cc-R	C7C9CA
11192	right corpus callosum, anterior forceps	fa-R	CAC7CC
11193	right external capsule	ec-R	C8CBCC
11194	right corpus callosum, extreme capsule	ee-R	C9C8CA
11195	right genu of corpus callosum	ccg-R	CCC7C9
11196	right corpus callosum, posterior forceps	fp-R	C8C9CA
11197	right corpus callosum, rostrum	ccr-R	CBC8C7
11198	right corpus callosum, body	ccb-R	C9C7C9
11199	right corpus callosum, splenium	ccs-R	C7CACC
11200	right corticospinal tract	cst-R	C8C7CC
11201	right internal capsule	int-R	CCCCCC
11202	right cerebal peduncle	cpd-R	CCCAC7
11203	right corticotectal tract	cte-R	C8CCC8
11204	right corticorubral tract	crt-R	C8C7CA
11205	right corticopontine tract	cpt-R	C7C8CB
11206	right corticobulbar tract	cbt-R	CBC7CA
11207	right pyramid	py-R	C7C9C9
11208	right pyramidal decussation	pyd-R	C9C7CC
11209	right corticospinal tract, crossed	cstc-R	C7CACB
11210	right corticospinal tract, uncrossed	cstu-R	CCC8C8
11211	right thalamus related	lfbst-R	C7CBCC
11212	right external medullary lamina of the thalamus	em-R	C7CACA
11213	right internal medullary lamina of the thalamus	im-R	CACCCA
11214	right middle thalamic commissure	mtc-R	CACCCC
11215	right thalamic peduncles	tp-R	CCC9CA
11216	right optic radiation	or-R	CBC9C7
11217	right auditory radiation	ar-R	CCC8CA
11218	right extrapyramidal fiber systems	eps-R	CACBC7
11219	right cerebral nuclei related	epsc-R	C8CACB
11220	right pallidothalamic pathway	pap-R	CBCBCA
11221	right nigrostriatal tract	nst-R	CCCACB
11222	right nigrothalamic fibers	ntt-R	CBCCCA
11223	right pallidotegmental fascicle	ptf-R	CACBCC
11224	right striatonigral pathway	snp-R	C7CBC9
11225	right subthalamic fascicle	stf-R	CBCBC9
11226	right tectospinal pathway	tsp-R	C8CBC9
11227	right direct tectospinal pathway	tspd-R	CBC8C8
11228	right doral tegmental decussation	dtd-R	CACAC7
11229	right crossed tectospinal pathway	tspc-R	C8C8CC
11230	right rubrospinal tract	rust-R	C8C8CB
11231	right ventral tegmental decussation	vtd-R	CACBC9
11232	right rubroreticular tract	rrt-R	CACBCA
11233	right central tegmental bundle	ctb-R	CBCAC8
11234	right retriculospinal tract	rst-R	C8CAC8
11235	right retriculospinal tract, lateral part	rstl-R	CCC9CC
11236	right retriculospinal tract, medial part	rstm-R	CBCACA
11237	right vestibulospinal pathway	vsp-R	CCC8C7
11238	right medial forebrain bundle system	mfbs-R	CBCAC7
11239	right cerebrum related	mfbc-R	C9CBC7
11240	right amygdalar capsule	amc-R	C8C9CB
11241	right ansa peduncularis	apd-R	C7CCCB
11242	right anterior commissure, temporal limb	act-R	C9C9C9
11243	right cingulum bundle	cing-R	CACCC7
11244	right fornix system	fxs-R	CCC9C7
11245	right alveus	alv-R	C7C8CC
11246	right dorsal fornix	df-R	CBC8CC
11247	right fimbria	fi-R	CBC8CB
11248	right precommissural fornix, general	fxprg-R	CACBC8
11249	right precommissural fornix diagonal band	db-R	CCCCC8
11250	right postcommissural fornix	fxpo-R	C8C8C9
11251	right medial corticohypothalamic tract	mct-R	CCC8CC
11252	right columns of the fornix	fx-R	C7C8CA
11253	right hippocampal commissures	hc-R	C9C9CC
11254	right dorsal hippocampal commissure	dhc-R	C9CCC9
11255	right ventral hippocampal commissure	vhc-R	C8C9C9
11256	right perforant path	per-R	CBCBC8
11257	right angular path	ab-R	CAC7C8
11258	right longitudinal association bundle	lab-R	CBCCCC
11259	right stria terminalis	st-R	C8CBC7
11260	right commissural branch of stria terminalis	stc-R	C7CAC8
11261	right hypothalamus related	mfsbshy-R	C8CCC9
11262	right medial forebrain bundle	mfb-R	CBCCCB
11263	right ventrolateral hypothalamic tract	vlt-R	CAC9C7
11264	right preoptic commissure	poc-R	CACACC
11265	right supraoptic commissures	sup-R	CCCAC9
11266	right supraoptic commissures, anterior	supa-R	C9C8CC
11267	right supraoptic commissures, dorsal	supd-R	C8C9CC
11268	right supraoptic commissures, ventral	supv-R	CBC7C9
11269	right premammillary commissure	pmx-R	C7CBC8
11270	right supramammillary decussation	smd-R	CACACA
11271	right propriohypothalamic pathways	php-R	CCCCC9
11272	right propriohypothalamic pathways, dorsal	phpd-R	CAC9C9
11273	right propriohypothalamic pathways, lateral	phpl-R	C9CAC9
11274	right propriohypothalamic pathways, medial	phpm-R	CCC9CB
11275	right propriohypothalamic pathways, ventral	phpv-R	CACAC8
11276	right periventricular bundle of the hypothalamus	pvbh-R	CACBCB
11277	right mammillary related	mfbsma-R	CCCBCB
11278	right principal mammillary tract	pm-R	C8CBCA
11279	right mammillothalamic tract	mtt-R	C7C9CC
11280	right mammillotegmental tract	mtg-R	C8C8C8
11281	right mammillary peduncle	mp-R	CCCAC8
11282	right dorsal thalamus related	mfbst-R	CAC7CA
11283	right periventricular bundle of the thalamus	pvbt-R	C8CCCA
11284	right epithalamus related	mfbse-R	C8C7CB
11285	right stria medullaris	sm-R	CCC9C8
11286	right fasciculus retroflexus	fr-R	C7CAC9
11287	right habenular commissure	hbc-R	C8CCC7
11288	right pineal stalk	PIS-R	C8CACC
11289	right midbrain related	mfbsm-R	CBCBCB
11290	right dorsal longitudinal fascicle	dlf-R	CAC9CA
11291	right dorsal tegmental tract	dtt-R	C9C7CB
11292	right ventricular systems	VS-R	AAA8AA
11293	right lateral ventricle	VL-R	A8AAAA
11294	right rhinocele	RC-R	AAA9A8
11295	right subependymal zone	SEZ-R	AAA8A9
11296	right choroid plexus	chpl-R	A9AAA8
11297	right choroid fissure	chfl-R	A9A8AA
11298	right interventricular foramen	IVF-R	A8AAA9
11299	right third ventricle	V3-R	A8A9AA
11300	right cerebral aqueduct	AQ-R	A9A9A8
11301	right fourth ventricle	V4-R	AAA9A7
11302	right lateral recess	V4r-R	A9AAA7
11303	right central canal, spinal cord/medulla	c-R	A7AAA9
11304	right grooves	grv-R	AAA8A8
11305	right grooves of the cerebral cortex	grv of CTX-R	A8AAA8
11306	right endorhinal groove	eg-R	AAAAA7
11307	right hippocampal fissure	hf-R	AAA7AA
11308	right rhinal fissure	rf-R	AAA7A9
11309	right rhinal incisure	ri-R	A9A8A8
11310	right grooves of the cerebellar cortex	grv of CBX-R	A8A8AA
11311	right precentral fissure	pce-R	A8A9A8
11312	right preculminate fissure	pcf-R	A8A9A9
11313	right primary fissure	pri-R	A9A7AA
11314	right posterior superior fissure	psf-R	A8A8A9
11315	right prepyramidal fissure	ppf-R	A7AAAA
11316	right secondary fissure	sec-R	AAAAAA
11317	right posterolateral fissure	plf-R	AAAAA9
11318	right nodular fissure	nf-R	AAA9AA
11319	right simple fissure	sif-R	A9AAAA
11320	right intercrural fissure	icf-R	AAA9A9
11321	right ansoparamedian fissure	apf-R	A9AAA9
11322	right intraparafloccular fissure	ipf-R	A9A9AA
11323	right paramedian sulcus	pms-R	A9A9A9
11324	right parafloccular sulcus	pfs-R	AAAAA8
11325	right Interpeduncular fossa	IPF-R	A9A8A9
11326	right retina	retina-R	7F2E7E
